,name,price,rating,wifi,GPS,NFC,voice_calling,Bluetooth,Bluetooth_calling,display_size_inches,Touch,ram_gb,memory_inbuilt,water_resistance,dust_proof,scratch_resistance,heart_rate_monitor,Blood_Pressure_monitor,calorie_count,sleep_monitor,step_count,Pedometer,Blood_oxygen,Altimeter,alarm_clock,stopwatch,reminder,timer,battery
0,OnePlus Watch 2,24999,4.35,True,True,True,False,Bluetooth 5.0,True,1.43,True,2.0,32.0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,
1,Fire Boltt Dream WristPhone Smartwatch,6999,4.25,True,True,False,True,Bluetooth 5.0,False,2.02,True,2.0,16.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,
2,Samsung Galaxy Watch 4 Classic LTE 46mm,10999,4.35,True,True,True,False,Bluetooth 5.0,False,1.4,True,1.5,16.0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,
3,Fastrack Optimus Pro Smartwatch,2299,4.35,False,False,False,False,Bluetooth 5.2,True,1.43,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
4,Oppo Watch X,12999,4.05,True,True,True,False,Bluetooth 5.0,True,1.43,True,2.0,32.0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,
5,Noise NoiseFit Venture Smartwatch,1499,4.45,False,False,False,False,Bluetooth 5.2,True,1.39,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
6,Fire Boltt Sphere Smartwatch,1299,4.35,False,False,False,False,Bluetooth 5.0,True,1.6,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
7,Alt OG Ultra Smartwatch,900,4.6,False,False,False,False,Bluetooth,True,1.93,True,1.0,2.0,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,
8,Xiaomi Redmi Watch 4,8799,4.0,False,True,False,False,Bluetooth 5.3,True,1.97,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
9,Fastrack Revoltt FS1 Pro Smartwatch,1999,4.75,False,False,False,False,Bluetooth 5.2,True,1.96,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
10,Fire Boltt Oracle WristPhone,24999,4.25,True,True,False,True,Bluetooth 5.0,False,1.96,True,2.0,16.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,
11,Samsung Galaxy Watch 4 Classic 46mm Bluetooth,9030,4.6,True,True,True,False,Bluetooth 5.0,False,1.4,True,1.5,16.0,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
12,Noise NoiseFit Twist Go Smartwatch,1299,4.5,False,False,False,False,Bluetooth 5.3,True,1.39,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
13,Xiaomi Watch 2 Pro,16999,4.2,False,True,False,True,Bluetooth,False,1.43,True,2.0,32.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,
14,Fastrack Revoltt XR1 Smartwatch,1299,4.35,False,False,False,False,Bluetooth 5.3,True,1.38,True,,,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,7days Battery
15,CMF Watch Pro,3499,4.05,False,True,False,False,Bluetooth 5.3,True,1.96,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
16,Amazfit Pop 3R Smartwatch,2899,4.65,True,False,False,False,Bluetooth 5.2,True,1.43,True,,,False,True,False,True,False,True,True,True,True,True,True,False,False,False,False,
17,OnePlus Watch 4,19999,4.5,True,True,True,True,Bluetooth 5.3,False,1.4,True,,,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,
18,Noise NoiseFit Halo Plus Elite Edition Smartwatch,3299,4.55,False,False,False,False,Bluetooth 5.3,True,1.46,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
19,Fire Boltt Legacy Smartwatch,2199,4.05,False,False,False,False,Bluetooth 5.0,True,1.43,True,,,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,
20,Garmin Forerunner 165 Smartwatch,24999,4.7,True,True,True,False,Bluetooth,False,1.2,True,,4.0,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,
21,Asus VivoWatch 6,15999,4.2,False,True,False,False,Bluetooth,False,1.36,True,,,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,
22,Cult Shock X Smartwatch,1999,4.55,False,False,False,False,Bluetooth,True,1.43,True,,,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,
23,Itel Icon Series Smartwatch,1999,4.45,False,False,False,False,Bluetooth,True,1.96,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
24,Xiaomi Watch S3,9199,4.25,True,True,True,False,Bluetooth,True,1.43,True,,,False,True,False,True,False,True,True,True,True,True,True,False,False,False,False,
25,Apple Watch Series 9 45mm (GPS+Cellular),44999,4.15,True,True,True,True,Bluetooth 5.3,True,1.77,True,,64.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,
26,OnePlus Watch 3,26999,4.5,True,True,True,False,Bluetooth,True,1.46,True,3.0,32.0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,
27,Amazfit Pop 3S Smartwatch,2594,4.35,False,False,False,False,Bluetooth,True,1.96,True,,,False,True,False,True,False,True,True,True,True,True,True,False,False,False,False,
28,Fire Boltt Phoenix Pro Smartwatch,1099,4.4,False,False,False,False,Bluetooth 5.0,True,1.39,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
29,Huawei Watch Buds,34999,4.5,False,True,True,False,Bluetooth 5.2,True,1.3,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
30,boAt Watch Blaze Smartwatch,999,4.15,False,False,False,False,Bluetooth 5.0,False,1.75,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,10days Battery
31,Noise ColorFit Macro Smartwatch,1499,4.2,False,False,False,False,Bluetooth 5.3,True,2.0,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
32,Pebble Cosmos Luxe 3 Smartwatch,1899,4.25,False,False,False,False,Bluetooth 5.0,True,1.43,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
33,boAt Wave Spectra Smartwatch,2799,4.65,False,False,False,False,Bluetooth,True,2.04,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,
34,Honor Choice Watch,5999,4.2,False,True,False,False,Bluetooth 5.3,True,1.95,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
35,Fire Boltt Expedition Smartwatch,1999,4.15,False,False,False,False,Bluetooth 5.0,True,1.39,True,,,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,
36,Fastrack Optimus Smartwatch,2499,4.0,False,False,False,False,Bluetooth 5.3,True,1.43,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
37,Samsung Galaxy Watch 7 Pro,56999,4.0,False,True,True,True,Bluetooth 5.3,False,1.5,True,3.0,32.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,
38,Samsung Galaxy Watch 7,37999,4.35,True,True,True,True,Bluetooth 5.3,False,1.54,True,2.0,16.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,
39,Fire Boltt Cyclone Smartwatch,1520,4.45,False,False,True,False,Bluetooth 5.0,True,1.6,True,,,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,
40,Boult Crown Smartwatch,1299,4.35,False,False,False,False,Bluetooth 5.2,True,1.95,True,,,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,
41,Fire Boltt Artillery Smartwatch,1999,4.2,False,False,False,False,Bluetooth,True,1.5,True,,,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,
42,Samsung Galaxy Watch 6 Classic LTE 47mm,40980,4.3,True,True,True,True,Bluetooth 5.3,False,1.5,True,2.0,16.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,
43,Fastrack Revoltt FS1 Smartwatch,1099,4.75,False,False,False,False,Bluetooth 5.2,True,1.83,True,,,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,7days Battery
44,Noise NoiseFit Halo Smartwatch,2499,4.6,False,False,False,False,Bluetooth 5.3,True,1.43,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
45,beatXP Vega X Smartwatch,1299,4.2,False,False,False,False,Bluetooth 5.2,True,1.43,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
46,Apple Watch Series 9 41mm (GPS),32999,4.15,True,True,True,False,Bluetooth 5.3,True,1.61,True,,64.0,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,
47,Fire Boltt Dazzle Plus Smartwatch,800,4.45,False,False,False,False,Bluetooth 5.1,True,1.83,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
48,Noise ColorFit Pulse 2 Max Smartwatch,1099,4.75,False,False,False,False,Bluetooth 5.3,True,1.85,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
49,Noise NoiseFit Evolve 3 Smartwatch,1899,4.55,False,False,False,False,Bluetooth 5.3,True,1.43,True,,,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,
50,Amazfit GTR 2 New Version Smartwatch,5999,4.15,False,False,False,False,,False,,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11-day Battery Life
51,Samsung Galaxy Watch 5 Bluetooth 44mm,30999,4.0,False,True,True,False,Bluetooth 5.2,True,1.4,True,1.5,16.0,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,
52,Samsung Galaxy Watch 4 Bluetooth 40mm,9999,4.15,True,True,True,False,Bluetooth 5.0,False,1.2,True,1.5,16.0,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
53,Samsung Galaxy Watch 4 Classic 42mm Bluetooth,11399,4.1,True,True,True,False,Bluetooth 5.0,False,1.2,True,1.5,16.0,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
54,Samsung Galaxy Watch 4 44mm Bluetooth,10999,4.05,False,False,False,False,,False,,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
55,Samsung Galaxy Watch 4 LTE 40mm,11999,4.6,True,True,True,False,Bluetooth 5.0,False,1.2,True,1.5,16.0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,
56,Pebble Royale Smartwatch,4299,4.15,False,False,False,False,Bluetooth 5.0,True,1.43,True,,,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,
57,Fastrack Revoltt FR1 Pro Smartwatch,2499,4.0,False,False,False,False,Bluetooth 5.2,True,1.3,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
58,Apple Watch Ultra 3,93999,4.3,True,True,True,True,Bluetooth 5.3,False,1.93,True,2.0,64.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,
59,Xiaomi Watch 2,17999,4.75,True,False,True,False,Bluetooth 5.2,True,1.43,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
60,WatchOut WearPods Teens Smartwatch,5999,4.75,False,True,False,False,Bluetooth,True,1.96,True,,,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,10days Battery
61,PunnkFunnk SK10 Smartwatch,2699,4.25,False,False,False,False,Bluetooth 5.0,True,1.36,True,,,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,
62,Noise NoiseFit Vortex Plus Smartwatch,2199,4.2,False,False,False,False,Bluetooth 5.3,True,1.46,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
63,PunnkFunnk GM1 Smartwatch,2999,4.6,False,False,False,False,Bluetooth 5.2,True,1.56,True,,,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,
64,boAt Enigma X700 Smartwatch,3999,4.55,False,False,False,False,Bluetooth,True,1.52,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
65,boAt Lunar Link Smartwatch,1499,4.05,False,False,False,False,Bluetooth 5.3,True,1.4,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,
66,Fire Boltt Royale Smartwatch,4399,4.15,False,False,False,False,Bluetooth,True,1.43,True,,4.0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,
67,boAt Lunar Pro LTE Smartwatch,9999,4.25,False,True,False,True,Bluetooth,False,1.39,True,,,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,
68,Alt T800 Smartwatch,671,4.2,False,True,False,False,Bluetooth 4.1,True,1.93,True,,,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,5days Battery
69,boAt Lunar Embrace Smartwatch,2899,4.15,False,False,False,False,Bluetooth,True,1.51,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
70,Fastrack Limitless FS2 Smartwatch,1999,4.55,False,False,False,False,Bluetooth 5.3,True,1.91,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
71,itel ISW-42 Smartwatch,1599,4.45,False,False,False,False,Bluetooth 5.3,True,1.38,True,,,False,True,False,True,False,True,True,True,True,False,False,True,True,True,True,
72,Fire Boltt Cyclone Pro Smartwatch,1499,4.6,False,False,False,False,Bluetooth 5.0,True,1.43,True,,,False,True,False,True,False,True,True,True,True,True,True,False,False,False,False,
73,Honor Watch 4 Pro,15499,4.3,False,True,True,False,Bluetooth 5.2,True,1.85,True,,4.0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,
74,Apple Watch SE 2nd Gen 2023 40mm GPS,26910,4.5,True,True,True,False,Bluetooth 5.3,True,1.6,True,,32.0,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,
75,Amazfit Balance Smartwatch,24199,4.15,True,True,True,False,Bluetooth 5.0,True,1.5,True,,2.0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,
76,Titan Smart 3.0 Smartwatch,4995,4.0,False,False,False,False,Bluetooth 5.2,True,1.96,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
77,Fire Boltt Crusader Smartwatch,1399,4.4,False,False,False,False,Bluetooth 5.0,True,1.43,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
78,Xiaomi Watch S3 LTE,11999,4.25,True,True,True,True,Bluetooth,False,1.43,True,,,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,
79,Fire Boltt Phoenix AMOLED Ultra Ace Smartwatch,1899,4.75,False,False,False,False,Bluetooth 5.0,True,1.43,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
80,Huawei Watch GT 4 Pro,48999,4.4,True,True,True,True,Bluetooth 5.2,False,1.5,True,,,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,
81,beatXP Marv Ace Smartwatch,999,4.3,False,False,False,False,Bluetooth BLE 5.3 + BT 3.0,True,1.85,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
82,Noise ColorFit Pro 5 Max Smartwatch,4399,4.3,False,False,False,False,Bluetooth 5.3,True,1.96,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
83,beatXP Sigma Smartwatch,799,4.55,False,False,False,False,Bluetooth,True,1.38,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
84,Fire Boltt Marshal Smartwatch,1699,4.4,False,False,False,False,Bluetooth,True,1.43,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
85,boAt Wave Astra Smartwatch,1799,4.0,False,False,False,False,Bluetooth 5.2,True,1.83,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
86,boAt Lunar Space Smartwatch,999,4.1,False,False,False,False,Bluetooth 5.1,True,1.3,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
87,Samsung Galaxy Watch 6 Bluetooth 44mm,28050,4.6,True,True,True,False,Bluetooth 5.3,True,1.5,True,2.0,16.0,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,
88,Fire Boltt Vogue Smartwatch,1600,4.3,False,False,False,False,Bluetooth,True,2.05,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
89,Redmi Watch 3 Active,2620,4.6,False,False,False,False,Bluetooth 5.3,True,1.83,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
90,Fire Boltt Asteroid Smartwatch,1999,4.15,False,False,False,False,Bluetooth 5.2,True,1.43,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
91,Fire Boltt Grenade Smartwatch,1299,4.0,False,False,False,False,Bluetooth 5.0,True,1.39,True,,,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,
92,Fire Boltt Commando Smartwatch,1599,4.7,False,False,False,False,Bluetooth 5.0,True,1.96,True,,,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,9days Battery
93,Fire Boltt Infinity Luxe Smartwatch,1999,4.1,False,False,False,False,Bluetooth 5.0,True,1.6,True,,4.0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,
94,beatXP Vega Neo Smartwatch,999,4.45,False,False,False,False,Bluetooth,True,1.43,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
95,Samsung Galaxy Watch 6 Classic LTE 43mm,34850,4.15,True,True,True,True,Bluetooth 5.3,False,1.3,True,2.0,16.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,
96,Noise NoiseFit Mettalix Smartwatch,1899,4.35,False,False,False,False,Bluetooth 5.3,True,1.4,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
97,Crossbeats Armour Dive Smartwatch,3699,4.5,False,False,False,False,Bluetooth 5.3,True,1.43,True,,,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,
98,Fire Boltt Hunter Smartwatch,1399,4.55,False,False,False,False,Bluetooth 5.0,True,2.01,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,6days Battery
99,Fastrack FR1 Smartwatch,1599,4.15,False,False,False,False,Bluetooth 5.2,True,1.39,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
100,Fastrack FR1 Pro Smartwatch,2499,4.35,False,False,False,False,Bluetooth 5.2,True,1.3,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
101,Fire Boltt Emperor Smartwatch,1899,4.7,False,False,False,False,Bluetooth 5.0,True,1.96,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
102,OnePlus Nord Watch 2,5499,4.65,False,False,False,False,Bluetooth 5.3,True,1.85,True,,,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,
103,Fire Boltt Rock Smartwatch,2199,4.65,False,False,False,False,Bluetooth 5.0,True,1.3,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
104,Urban Revolt 2 Smartwatch,2999,4.45,False,False,False,False,Bluetooth 5.3,True,2.01,True,,,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,
105,Noise NoiseFit Crew Pro Smartwatch,1299,4.5,False,False,False,False,Bluetooth 5.3,True,1.4,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
106,Noise NoiseFit Force Plus Smartwatch,1799,4.45,False,False,False,False,Bluetooth 5.3,True,1.46,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
107,Vehop Blaze Ultra Smartwatch,2499,4.15,False,True,True,False,Bluetooth 5.2,True,2.0,True,,,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,
108,Apple Watch Ultra 2,84199,4.2,True,True,True,True,Bluetooth 5.3,False,1.93,True,2.0,64.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,
109,Noise NoiseFit Evolve 4 Smartwatch,2299,4.6,False,False,False,False,Bluetooth 5.3,True,1.46,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
110,Huawei Watch GT 4 46mm,19999,4.55,True,False,True,False,Bluetooth 5.1,True,1.43,True,,,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,
111,Fire Boltt Ninja Fit Smartwatch,794,4.15,False,False,False,False,Bluetooth,True,1.69,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
112,Fire Boltt Cobra Smartwatch,1699,4.7,False,False,False,False,Bluetooth,True,1.78,True,,,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,
113,Noise NoiseFit Force Smartwatch,1499,4.3,False,False,False,False,Bluetooth 5.1,True,1.32,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
114,IBS Ultra T-800 Smartwatch,1299,4.45,False,False,False,False,Bluetooth,True,1.9,True,,,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,
115,beatXP Marv Neo Smartwatch,999,4.1,False,False,False,False,Bluetooth 5.1,True,1.85,True,,,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,7days Battery
116,Fire Boltt Gladiator Smartwatch,1299,4.45,False,False,False,False,Bluetooth,True,1.96,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
117,Amazfit Pop 2 Smartwatch,2499,4.1,False,False,False,False,Bluetooth 5.2,True,1.78,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
118,Fastrack Reflex VOX 2.0 Smartwatch,1294,4.35,False,False,False,False,Bluetooth,True,1.8,True,,,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,
119,boAt Wave Ultima Max Smartwatch,999,4.7,False,False,False,False,Bluetooth 5.1,True,1.9,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
120,Apple Watch Series 8 41mm (GPS + Cellular),51999,4.65,True,True,False,False,Bluetooth 5.0,True,1.61,True,,32.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,
121,Apple Watch Ultra,79900,4.3,True,True,True,True,Bluetooth 5.3,True,1.92,True,,32.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,
122,Apple Watch Series 8 45mm (GPS + Cellular),54999,4.0,True,True,False,True,Bluetooth 5.0,False,1.77,True,1.0,32.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,
123,Google Pixel Watch LTE,62344,4.05,True,True,True,True,Bluetooth 5.0,False,1.2,True,2.0,32.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,
124,boAt Storm Call Smartwatch,1299,4.4,False,False,False,False,Bluetooth 5.0,True,1.69,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
125,Fire Boltt Hulk Smartwatch,1499,4.0,False,False,False,False,Bluetooth 5.0,True,1.78,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
126,Samsung Galaxy Watch 5 Bluetooth 40mm,27999,4.2,False,True,True,False,Bluetooth 5.2,True,1.2,True,1.5,16.0,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,
127,Samsung Galaxy Watch 5 Pro LTE,28999,4.4,False,True,True,True,Bluetooth 5.2,False,1.4,True,1.5,16.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,
128,Noise ColorFit Vision 2 Buzz Smartwatch,1699,4.65,False,False,False,False,Bluetooth 5.3,True,1.78,True,,,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,
129,Amazfit GTS 4 Mini Smartwatch,7999,4.55,False,True,False,False,Bluetooth 5.2,False,1.65,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,15days Battery
130,Noise ColorFit Icon 2 Smartwatch,1099,4.45,False,False,False,False,Bluetooth 5.1,True,1.8,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
131,Fire Boltt Hurricane Smartwatch,1099,4.4,False,False,False,False,Bluetooth 5.0,False,1.3,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,7days Battery
132,Dizo Watch R,3299,4.55,False,False,False,False,Bluetooth 5.1,False,1.3,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,12days Battery
133,Google Pixel Watch,24750,4.45,True,True,True,False,Bluetooth 5.0,True,1.2,True,2.0,32.0,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,
134,Xiaomi Redmi Watch 2 Lite,1094,4.4,False,True,False,False,Bluetooth 5.0,False,1.55,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,5days Battery
135,Apple Watch Series 8 41mm (GPS),41999,4.2,True,True,False,False,Bluetooth 5.0,True,1.61,True,,32.0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,
136,Samsung Galaxy Watch 4 LTE 44mm,16990,4.6,True,True,True,False,Bluetooth 5.0,False,1.4,True,1.5,16.0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,
137,Fire Boltt Talk BSW004 Smartwatch,1099,4.35,False,False,False,False,Bluetooth 5.0,True,1.28,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
138,Amazfit GTS 2 Smartwatch,8399,4.55,False,True,False,False,Bluetooth 5.0,False,1.65,True,,3.0,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
139,Urban Amaze Smartwatch,2299,4.7,False,False,False,False,Bluetooth 5.3,True,2.01,True,,,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,7days Battery
140,Boult Rover Ultra Smartwatch,2999,4.25,False,False,False,False,Bluetooth 5.3,True,1.43,True,,,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,
141,Boult Dive Pro Smartwatch,1999,4.4,False,False,False,False,Bluetooth 5.1,True,1.78,True,,,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,
142,Boult Ripple Smartwatch,1999,4.7,False,False,False,False,Bluetooth 5.3,True,1.39,True,,,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,
143,boAt Wave Sigma 3 Smartwatch,1399,4.6,False,False,False,False,Bluetooth,True,,True,,,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,
144,boAt Wave Magma Smartwatch,1999,4.1,False,False,False,False,Bluetooth 5.3,True,1.96,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
145,Boult Dive Evo Smartwatch,1999,4.65,False,False,False,False,Bluetooth 5.2,True,1.95,True,,,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,
146,Boult Ripple Pro Smartwatch,2999,4.75,False,False,False,False,Bluetooth,True,1.43,True,,,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,
147,Boult Dive X Smartwatch,1999,4.5,False,False,False,False,Bluetooth 5.3,True,2.0,True,,,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,
148,EVM Envoke Smartwatch,1644,4.15,False,False,False,False,Bluetooth 5.2,True,1.39,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,3days Battery
149,Garmin Forerunner 165 Music Smartwatch,29999,4.35,True,True,True,False,Bluetooth,False,1.2,True,,4.0,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,
150,SHKOD Watch 1 Pro Smartwatch,2199,4.5,False,False,False,False,Bluetooth 5.3,True,1.83,True,,,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,
151,SHKOD Watch 3 Pro Smartwatch,2299,4.6,False,False,False,False,Bluetooth 5.3,True,2.01,True,,,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,5days Battery
152,Titan Traveller Smartwatch,12995,4.3,False,True,False,False,Bluetooth 5.3,True,1.78,True,,,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,
153,Timex Tough Smartwatch,3495,4.5,False,False,False,False,Bluetooth,True,1.43,True,0.263671875,,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,
154,Maxima Max Pro Velocity Smartwatch,1199,4.45,False,False,False,False,Bluetooth 5.2,True,1.83,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,3days Battery
155,Crossbeats Everest Smartwatch,3999,4.1,False,False,False,False,Bluetooth 5.3,True,1.43,True,,,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,
