,name,price,rating,wifi,GPS,NFC,voice_calling,Bluetooth,Bluetooth_calling,display_size_inches,Touch,ram_gb,memory_inbuilt,water_resistance,dust_proof,scratch_resistance,heart_rate_monitor,Blood_Pressure_monitor,calorie_count,sleep_monitor,step_count,Pedometer,Blood_oxygen,Altimeter,alarm_clock,stopwatch,reminder,timer,battery
521,Gizmore Glow Z Smartwatch,2299,4.75,False,False,False,False,Bluetooth,True,1.78,True,,,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,5days Battery
522,beatXP Flux Smartwatch,1099,4.1,False,False,False,False,Bluetooth,True,1.45,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
523,Kospet Tank X1 Smartwatch,5799,4.15,False,False,False,False,Bluetooth 5.1,False,1.47,True,,,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,
524,Noise NoiseFit Diva Smartwatch,2999,4.3,False,False,False,False,Bluetooth,True,1.01,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
525,Samsung Galaxy Watch 5 Bespoke Edition Bluetooth 40mm,41710,4.35,False,True,True,False,Bluetooth 5.2,True,1.4,True,1.5,16.0,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,
526,Pebble Cosmos Vault Smartwatch,1799,4.55,False,False,False,False,Bluetooth 5.0,True,1.43,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
527,boAt Ultima Call Max Smartwatch,1299,4.2,False,False,False,False,Bluetooth 5.1,True,2.0,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
528,Crossbeats Ignite Hustl Smartwatch,1699,4.35,False,False,False,False,Bluetooth 5.3,True,,True,,,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,8days Battery
529,Samsung Galaxy Watch 6 Pro,55999,4.7,False,True,True,True,Bluetooth 5.3,False,1.47,True,3.0,32.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,
530,boAt Lunar Connect Ace Smartwatch,1999,4.05,False,False,False,False,Bluetooth 5.1,True,1.42,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
531,Noise NoiseFit Voyage Smartwatch,10899,4.65,False,True,False,True,Bluetooth 5.3,False,1.4,True,,,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,
532,Noise ColorFit Quad Call Smartwatch,1099,4.55,False,False,False,False,Bluetooth,True,1.81,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
533,boAt Ultima Connect Max Smartwatch,999,4.7,False,False,False,False,Bluetooth 5.1,True,2.0,True,,,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,10days Battery
534,Alt Drip Max Smartwatch,1299,4.7,False,False,False,False,Bluetooth 5.2,True,2.0,True,,,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,7days Battery
535,Noise NoiseFit Curve Smartwatch,1269,4.65,False,False,False,False,Bluetooth 5.3,True,1.38,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
536,boAt Watch Wanderer Smartwatch,5999,4.15,False,True,False,True,Bluetooth 5.1,True,1.4,True,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2days Battery
537,Fastrack Reflex Vox 3 Smartwatch,4499,4.4,False,False,False,False,Bluetooth,True,1.8,True,,,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,
538,Noise ColorFit Icon 4 Smartwatch,2499,4.25,False,False,False,False,Bluetooth 5.3,True,1.95,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
539,Fire Boltt Shark Smartwatch,1099,4.3,False,False,False,False,Bluetooth 5.0,True,1.83,True,,,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,8days Battery
540,Boult Drift Pro Smartwatch,2199,4.4,False,False,False,False,Bluetooth 5.1,True,1.78,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
541,Gizmore Cult Smartwatch,2499,4.7,False,False,False,False,Bluetooth 5.2,True,1.52,True,,,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,
542,Noise NoiseFit Nova Smartwatch,2499,4.45,False,False,False,False,Bluetooth 5.3,True,1.46,True,,,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,10days Battery
543,boAt Storm Connect Plus Smartwatch,1099,4.45,False,False,False,False,Bluetooth 5.3,True,1.91,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
544,Rogbid Mille Smartwatch,2499,4.2,False,False,False,False,Bluetooth 5.3,True,1.91,True,,,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,
545,Turet Sourcandy Smartwatch,3396,4.65,False,False,False,True,,False,1.3,False,,,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,1day Battery
546,Ambrane Crest Pro Smartwatch,1299,4.75,False,False,False,False,Bluetooth,True,1.52,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
547,Noise ColorFit Vision 3 Smartwatch,2399,4.2,False,False,False,False,Bluetooth 5.3,True,1.96,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
548,boAt Xtend Call Plus Smartwatch,1099,4.1,False,False,False,False,Bluetooth 5.3,True,1.91,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
549,Hammer Ace Ultra Smartwatch,2864,4.65,False,True,False,False,Bluetooth 5.0,True,1.93,True,,,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,
550,U&i My Beats 2.0 Smartwatch,3699,4.25,False,True,False,False,Bluetooth,True,,True,,,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,
551,U&i My Life Smartwatch,2499,4.0,False,False,True,False,Bluetooth,True,1.8,True,,,False,True,False,True,False,False,True,True,True,False,False,True,True,True,True,
552,Hammer Pulse X Smartwatch,1099,4.3,False,False,False,False,Bluetooth,True,1.83,True,,,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,5days Battery
553,Huawei Watch Kids 4 Pro,9999,4.3,True,False,False,True,Bluetooth,False,1.41,True,1.0,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
554,Fire Boltt King Smartwatch,2000,4.35,False,False,False,False,Bluetooth,True,1.78,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
555,Noise ColorFit Ultra 4 Smartwatch,5499,4.35,False,False,False,False,Bluetooth 5.3,True,2.0,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
556,Noise ColorFit Impact Smartwatch,1299,4.0,False,False,False,False,Bluetooth 5.2,True,2.0,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
557,Pebble Cosmos Bold Pro Smartwatch,1599,4.05,False,False,False,False,Bluetooth 5.0,True,1.39,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,
558,Hoco Y5 Smartwatch,7199,4.15,False,False,False,False,Bluetooth,True,1.7,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,3days Battery
559,Fire Boltt Ninja Call Ultra Smartwatch,999,4.7,False,False,False,False,Bluetooth 5.0,True,1.83,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
560,Garmin Venu 3 Smartwatch,44999,4.75,True,True,True,False,Bluetooth,True,1.4,True,,8.0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,
561,Noise ColorFit Caliber 3 Smartwatch,1599,4.7,False,False,False,False,Bluetooth 5.3,True,1.78,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
562,Fire Boltt Talk 2 Pro Smartwatch,1799,4.7,False,False,False,False,Bluetooth,True,1.39,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
563,Amazfit GTR 4 Limited Edition Smartwatch,20499,4.35,True,True,True,False,Bluetooth 5.0,True,1.43,True,,,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,
564,Fire Boltt Aura Smartwatch,1999,4.5,False,False,False,False,Bluetooth 5.0,True,1.09,True,,,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,
565,Fire Boltt Jaguar Smartwatch,1999,4.75,False,False,False,False,Bluetooth,True,1.83,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
566,Zeblaze Ares 3 Smartwatch,3999,4.25,False,False,False,False,Bluetooth 5.1,False,1.52,True,,,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,15days Battery
567,Itel Smartwatch 2ES,1437,4.3,False,False,False,False,Bluetooth 5.3,False,1.8,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,12days Battery
568,Pebble Cosmos Nova Smartwatch,1999,4.65,False,False,False,False,Bluetooth 5.0,True,1.96,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,
569,RD Treasure Pro X-40 Smartwatch,2099,4.3,False,False,False,False,Bluetooth,True,1.69,True,,,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,
570,Noise ColorFit Ultra 3 Smartwatch,2499,4.65,False,False,False,False,Bluetooth 5.3,True,1.96,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
571,beatXP Marv Raze Smartwatch,999,4.75,False,False,False,False,Bluetooth,True,1.96,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,2days Battery
572,Noise ColorFit Spark Smartwatch,1040,4.55,False,False,False,False,Bluetooth 5.3,True,2.0,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
573,Noise NoiseFit Fuse Plus Smartwatch,1699,4.3,False,False,False,False,Bluetooth 5.3,True,1.46,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
574,Fire Boltt Visionary Ultra Smartwatch,1599,4.35,False,False,False,False,Bluetooth,True,1.78,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
575,Fire Boltt Phoenix Ultra Smartwatch,1499,4.55,False,False,False,False,Bluetooth,True,1.39,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
576,Alt Hunk Smartwatch,999,4.25,False,False,False,False,Bluetooth 5.0,True,1.96,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
577,Noise NoiseFit Mettle Smartwatch,1799,4.25,False,False,False,False,Bluetooth 5.3,True,1.4,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
578,boAt Wave Stride Voice Smartwatch,1399,4.6,False,False,False,False,Bluetooth 5.1,True,1.83,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
579,Hammer Stroke Smartwatch,1299,4.6,False,False,False,False,Bluetooth,True,1.96,True,,,False,False,False,False,True,True,False,True,False,True,False,True,True,True,True,5days Battery
580,CompaQ Dimension Smartwatch,2999,4.25,False,False,False,False,Bluetooth,True,1.34,True,,,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,7days Battery
581,Noise ColorFit Mighty Smartwatch,1899,4.2,False,False,False,False,Bluetooth 5.3,True,1.96,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
582,Fastrack Limitless FS1 Smartwatch,1999,4.6,False,False,False,False,Bluetooth 5.3,True,1.95,True,,,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,
583,alt Goat Smartwatch,1299,4.0,False,False,False,False,Bluetooth 5.3,True,1.78,True,,,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,7days Battery
584,Ambrane  Wise Roam 2 Smartwatch,1499,4.2,False,False,False,False,Bluetooth,True,1.39,True,,,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,10days Battery
585,Shaaimu Nimble Smartwatch,1599,4.6,False,False,False,False,Bluetooth,True,1.69,True,,,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,
586,boAt Wave Force Smartwatch,1699,4.15,False,False,False,False,Bluetooth 5.2,True,1.83,True,,,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,
587,Crossbeats Ignite Cube Smartwatch,1499,4.65,False,False,False,False,Bluetooth 5.3,True,1.9,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,
588,Vibez Emerald Smartwatch,1249,4.35,False,False,False,False,Bluetooth,True,1.28,True,,,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,7days Battery
589,Vibez Hype Smartwatch,1699,4.7,False,False,False,False,Bluetooth,True,1.85,True,,,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,7days Battery
590,Just Corseca Spaccex Pro Smartwatch,8499,4.6,False,False,False,False,Bluetooth 5.0,True,1.96,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,
591,Fire Boltt Collide Smartwatch,1849,4.5,False,False,False,False,Bluetooth 5.2,True,1.32,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
592,Fastrack Reflex Volt Smartwatch,1294,4.65,False,False,False,False,Bluetooth,False,1.69,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,5days Battery
593,Alt Regal Smartwatch,1299,4.65,False,False,False,False,Bluetooth 5.1,True,1.28,True,,,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,7days Battery
594,Boult Rover Pro Smartwatch,1999,4.65,False,False,False,False,Bluetooth 5.2,True,1.43,True,,,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,7days Battery
595,boAt Lunar Call Plus Smartwatch,2199,4.65,False,False,False,False,Bluetooth 5.3,True,1.43,True,0.0078125,,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,
596,Crossbeats Alpha Smartwatch,4999,4.75,False,False,False,False,Bluetooth 5.3,True,2.1,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
597,Fastrack Reflex Nitro Smartwatch,1575,4.3,False,False,False,False,Bluetooth 5.3,True,1.83,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
598,AXL Tempo Smartwatch,899,4.6,False,False,False,False,Bluetooth 5.0,True,1.69,True,,,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,6days Battery
599,beatXP Unbound Plus Smartwatch,1499,4.6,False,False,False,False,Bluetooth 5.2,False,1.8,True,,,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,7days Battery
600,Deeprio Stellar Smartwatch,1149,4.3,False,False,False,False,Bluetooth 5.1,False,1.8,True,,,False,False,False,True,False,True,False,True,False,True,False,True,True,True,True,7days Battery
601,boAt Lunar Connect Pro Smartwatch,1999,4.05,False,False,False,False,Bluetooth 5.0,True,1.39,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
602,Alt Vibe Pro Smartwatch,999,4.15,False,False,False,False,Bluetooth 5.0,True,1.5,True,,,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,7days Battery
603,Hammer Pulse Ace 2.0 Smartwatch,1099,4.75,False,False,False,False,Bluetooth,True,1.83,True,,,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,3days Battery
604,boAt Lunar Call Pro Smartwatch,1899,4.05,False,False,False,False,Bluetooth BLE 5.0 + BT 3.0,True,1.39,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
605,Nu Republic Creed Ultra Smartwatch,1799,4.75,False,False,False,False,Bluetooth 5.2,True,2.0,True,,,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,4days Battery
606,Huawei Watch Ultimate,66999,4.45,False,True,True,False,Bluetooth 5.2,True,1.5,True,,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,
607,Fire Boltt Eclipse Smartwatch,3498,4.4,False,False,False,False,Bluetooth,True,1.43,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
608,Turet Gumdrop Smartwatch,5499,4.75,True,True,False,True,Bluetooth,False,,True,,,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True,
609,Fire Boltt Ninja Talk Smartwatch,1299,4.35,False,False,False,False,Bluetooth 5.0,True,1.39,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
610,Noise ColorFit Pulse 3 Smartwatch,1199,4.65,False,False,False,False,Bluetooth 5.3,True,1.96,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
611,boAt Cosmos Smartwatch,1499,4.5,False,False,False,False,Bluetooth 5.0,False,1.78,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,7days Battery
612,boAt Wave Smart Call Smartwatch,1199,4.65,False,False,False,False,Bluetooth,True,1.69,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
613,Boult Cosmic R Smartwatch,1199,4.05,False,False,False,False,Bluetooth 5.0,False,1.3,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,10days Battery
614,Amazfit T-Rex Ultra Smartwatch,45999,4.25,True,True,False,False,Bluetooth 5.0,False,1.39,True,,,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,5days Battery
615,boAt Wave Armour Smartwatch,1120,4.5,False,False,False,False,Bluetooth 5.2,True,1.83,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
616,Fire Boltt Warrior Smartwatch,1440,4.4,False,False,False,False,Bluetooth,True,1.96,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
617,Fire Boltt Edge Smartwatch,1494,4.3,False,False,False,False,Bluetooth,True,1.78,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
618,Fire Boltt Atlas Smartwatch,1500,4.5,False,False,False,False,Bluetooth 5.1,True,1.95,True,,,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,
619,Fire Boltt Legend Smartwatch,999,4.6,False,False,False,False,Bluetooth,True,1.39,True,,,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True,
620,Fire Boltt Fighter Smartwatch,1699,4.5,False,False,False,False,Bluetooth 5.0,True,1.8,True,,,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,
621,Fire Boltt Hurricane Pro Smartwach,894,4.2,False,False,False,False,Bluetooth 5.0,False,1.39,True,,,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,7days Battery
622,Corseca Sprinter Pro Smartwatch,8999,4.5,False,False,False,False,Bluetooth 5.0,True,1.38,True,,,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,5days Battery
623,Ambrane Wise Crest Smartwatch,1299,4.75,False,False,False,False,Bluetooth 5.0,True,1.39,True,,,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,
624,boAt Wave Leap Call Smartwatch,1199,4.45,False,False,False,False,Bluetooth 5.1,True,1.83,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
625,Ambrane Wise Stud Smartwatch,999,4.25,False,False,False,False,Bluetooth 5.0,True,1.85,True,,,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,10days Battery
626,SnapUp Connect Smartwatch,899,4.05,False,False,False,False,Bluetooth 5.0,True,1.75,True,0.015625,,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,
627,SnapUp Turbo Smartwatch,1020,4.5,False,False,False,False,Bluetooth,True,1.85,True,0.0625,,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,
628,SnapUp Infinity Smartwatch,2199,4.35,False,False,True,False,Bluetooth,True,1.99,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
629,Gionee Stylfit GSW11 Smartwatch,1287,4.05,False,False,False,False,Bluetooth,False,1.8,True,,,False,False,False,True,False,False,True,True,False,True,False,False,True,True,True,
630,Huawei Watch 4 Pro,39699,4.65,True,True,True,True,Bluetooth 5.3,False,1.5,True,2.0,32.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,
631,beatXP Unbound Neo Smartwatch,999,4.5,False,False,False,False,Bluetooth,True,1.8,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,5days Battery
632,Fire Boltt Tide Plus Smartwatch,1050,4.55,False,False,False,False,Bluetooth,True,1.83,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
633,Gionee GSW12 Smartwatch,1790,4.25,False,False,False,False,Bluetooth 5.1,True,1.8,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
634,pTron Pulsefit P61 Smartwatch,1599,4.1,False,False,False,False,Bluetooth 5.0,True,1.85,True,,,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,5days Battery
635,pTron Pulsefit P61 Plus Smartwatch,1299,4.1,False,False,False,False,Bluetooth 5.0,True,1.85,True,,,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,5days Battery
636,Zeblaze Vibe 7 Pro Smartwatch,2999,4.75,False,False,False,False,Bluetooth 5.1,True,1.43,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
637,Fire Boltt Eterno Smartwatch,894,4.5,False,False,False,False,Bluetooth,True,1.99,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
638,Crossbeats Ignite Pingg Smartwatch,1299,4.5,False,False,False,False,Bluetooth 5.2,True,1.83,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,
639,Boult Drift Plus Smartwatch,1099,4.4,False,False,False,False,Bluetooth 5.1,True,1.85,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
640,Huawei Watch 4,31599,4.05,True,True,True,True,Bluetooth 5.3,False,1.5,True,2.0,16.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,
641,Google Pixel Watch 2,35990,4.35,True,True,True,False,Bluetooth 5.0,True,1.2,True,2.0,32.0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,
642,Gizmore GizFit Flash Smartwatch,1499,4.35,False,False,False,False,Bluetooth 5.0,True,1.85,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
643,Fire Boltt Invincible Plus Smartwatch,2999,4.05,False,False,False,False,Bluetooth 5.0,True,1.43,True,,4.0,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,
644,Redmi Watch 3 Lite,4999,4.65,False,False,True,False,Bluetooth 5.3,True,1.83,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
645,Noise Scout Smartwatch,4999,4.2,False,True,False,True,Bluetooth,False,1.4,True,,,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,3days Battery
646,Hammer Ace 3.0 Smartwatch,1149,4.4,False,False,False,False,Bluetooth 5.0,True,1.85,True,,,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,2days Battery
647,boAt Wave Elite Smartwatch,1199,4.6,False,False,False,False,Bluetooth 5.0,False,1.65,True,,,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True,7days Battery
648,Cult Sport Burn Smartwatch,2499,4.75,False,False,False,False,Bluetooth 5.1,True,1.78,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
649,Varni Smart Pro T2 Smartwatch,2199,4.65,False,False,False,False,Bluetooth 5.3,True,1.96,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
650,Alt Spunk Smartwatch,999,4.05,False,False,False,False,Bluetooth 5.3,True,1.45,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
651,Boult Striker Smartwatch,1199,4.0,False,False,False,False,Bluetooth 5.1,True,1.3,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
652,Alt Spunk Pro Smartwatch,1499,4.5,False,False,False,False,Bluetooth 5.3,True,1.45,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
653,Garmin MARQ Aviator Gen 2 Smartwatch,194990,4.6,True,True,False,False,Bluetooth,False,1.2,True,,32.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,
654,Garmin MARQ Captain Gen 2 Smartwatch,225990,4.0,True,True,False,False,Bluetooth,False,1.2,True,,32.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,
655,boAt Lunar Connect Smartwatch,1099,4.3,False,False,False,False,Bluetooth 5.3,True,1.28,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
656,boAt Wave Flex Connect Smartwatch,999,4.6,False,False,False,False,Bluetooth,True,1.83,True,,,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,
657,Tempt Edge Pro Smartwatch,3799,4.35,False,True,False,False,Bluetooth,True,1.51,True,,,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,
658,Noise NoiseFit Arc Smartwatch,1299,4.6,False,False,False,False,Bluetooth,True,1.38,True,,,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,
659,Noise NoiseFit Fuse Smartwatch,1199,4.3,False,False,False,False,Bluetooth 5.3,True,1.38,True,,,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,
660,Vehop Blaze Pro Smartwatch,1999,4.05,False,True,True,False,Bluetooth 5.2,True,1.9,True,,,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,
661,Fire Boltt Blizzard Smartwatch,1440,4.55,False,False,False,False,Bluetooth 5.0,True,1.28,True,,,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,
662,boAt Wave Call Plus Smartwatch,1099,4.3,False,False,False,False,Bluetooth,True,1.83,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
663,pTron Force X12N Smartwatch,1549,4.2,False,False,False,False,Bluetooth 5.0,True,1.85,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,5days Battery
664,Fire Boltt Ninja 3 Plus Smartwatch,1099,4.65,False,False,False,False,Bluetooth,False,1.85,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
665,Maxima Max Pro X4 Plus Smartwatch,1999,4.55,False,False,False,False,Bluetooth 5.0,True,1.32,True,,,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,
666,Turet Cotton Candy Smartwatch,4999,4.45,True,True,False,True,,False,1.4,True,,,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,1day Battery
667,Crossbeats Ignite S6 Smartwatch,4499,4.7,True,False,False,False,Bluetooth 5.3,True,2.0,True,,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,
668,Fitshot Aster Smartwatch,1900,4.05,False,False,False,False,Bluetooth,True,1.43,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,
669,Alt OG Pro Smartwatch,1299,4.4,False,False,False,False,Bluetooth,True,1.93,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
670,Boult Swing Smartwatch,1699,4.7,False,False,False,False,Bluetooth 5.1,True,1.95,True,,,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,7days Battery
671,Gizmore Gizfit Cloud Smartwatch,1199,4.3,False,False,False,False,Bluetooth 5.0,True,1.85,True,,,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,
672,Gizmore Gizfit Vogue Smartwatch,1843,4.2,False,False,False,False,Bluetooth 5.0,True,1.95,True,,,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,
673,Fire Boltt Quantum Smartwatch,2399,4.05,False,False,False,False,Bluetooth,True,1.28,True,,,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,
674,WatchOut Senior Pro Smartwatch,5600,4.15,True,True,False,True,Bluetooth,False,,True,,,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,
675,Zebronics Iconic Ultra Smartwatch,3745,4.2,False,False,False,False,Bluetooth 5.1,True,1.78,True,,,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,
676,Amazfit GTS 5 Smartwatch,19999,4.05,False,True,False,False,Bluetooth 5.3,True,1.85,True,,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,
677,Amazfit GTR 5 Smartwatch,21999,4.2,True,True,True,False,Bluetooth 5.3,True,1.45,True,4.0,,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,
